image_path,class_name,file_extension,width,height
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0107.png,Land_Disaster,.png,620,620
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0108.png,Land_Disaster,.png,608,608
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0109.png,Land_Disaster,.png,274,184
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0110.png,Land_Disaster,.png,276,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0111.png,Land_Disaster,.png,284,177
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0112.png,Land_Disaster,.png,262,192
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0113.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0114.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0115.png,Land_Disaster,.png,281,180
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0116.png,Land_Disaster,.png,720,720
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0117.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0118.png,Land_Disaster,.png,800,800
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0119.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0120.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0121.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0122.png,Land_Disaster,.png,194,259
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0123.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0124.png,Land_Disaster,.png,225,225
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0125.png,Land_Disaster,.png,473,473
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0126.png,Land_Disaster,.png,620,620
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0127.png,Land_Disaster,.png,308,164
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0128.png,Land_Disaster,.png,273,184
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0129.png,Land_Disaster,.png,615,615
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0130.png,Land_Disaster,.png,249,202
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0131.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0132.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0133.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0134.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0135.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0136.png,Land_Disaster,.png,262,192
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0137.png,Land_Disaster,.png,480,480
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0138.png,Land_Disaster,.png,271,186
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0139.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0140.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0141.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0142.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0143.png,Land_Disaster,.png,554,554
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0144.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0145.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0146.png,Land_Disaster,.png,720,720
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0147.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0148.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0149.png,Land_Disaster,.png,277,182
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0150.png,Land_Disaster,.png,177,285
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0151.png,Land_Disaster,.png,460,460
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0152.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0153.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0154.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0155.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0156.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0157.png,Land_Disaster,.png,291,173
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0158.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0159.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0160.png,Land_Disaster,.png,720,720
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0161.png,Land_Disaster,.png,276,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0162.png,Land_Disaster,.png,274,184
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0163.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0164.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0165.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0166.png,Land_Disaster,.png,260,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0167.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0168.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0169.png,Land_Disaster,.png,426,426
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0170.png,Land_Disaster,.png,368,368
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0171.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0172.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0173.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0174.png,Land_Disaster,.png,225,225
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0175.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0176.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0177.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0178.png,Land_Disaster,.png,252,200
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0179.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0180.png,Land_Disaster,.png,266,190
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0181.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0182.png,Land_Disaster,.png,280,180
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0183.png,Land_Disaster,.png,284,177
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0184.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0185.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0186.png,Land_Disaster,.png,279,180
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0187.png,Land_Disaster,.png,280,180
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0188.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0189.png,Land_Disaster,.png,360,360
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0190.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0191.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0192.png,Land_Disaster,.png,410,410
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0193.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0194.png,Land_Disaster,.png,284,177
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0195.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0196.png,Land_Disaster,.png,767,767
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0197.png,Land_Disaster,.png,288,175
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0198.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0199.png,Land_Disaster,.png,305,165
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0200.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0201.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0202.png,Land_Disaster,.png,469,469
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0203.png,Land_Disaster,.png,350,350
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0204.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0205.png,Land_Disaster,.png,520,520
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0206.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0207.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0208.png,Land_Disaster,.png,276,182
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0209.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0210.png,Land_Disaster,.png,360,360
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0211.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0212.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0213.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0214.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0215.png,Land_Disaster,.png,303,166
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0216.png,Land_Disaster,.png,264,191
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0217.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0218.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0219.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0220.png,Land_Disaster,.png,441,441
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0221.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0222.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0223.png,Land_Disaster,.png,579,579
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0224.png,Land_Disaster,.png,270,187
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0225.png,Land_Disaster,.png,360,360
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0226.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0227.png,Land_Disaster,.png,480,480
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0228.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0229.png,Land_Disaster,.png,260,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0230.png,Land_Disaster,.png,298,169
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0231.png,Land_Disaster,.png,800,800
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0232.png,Land_Disaster,.png,800,800
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0233.png,Land_Disaster,.png,405,405
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0234.png,Land_Disaster,.png,608,608
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0235.png,Land_Disaster,.png,276,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0236.png,Land_Disaster,.png,480,310
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0237.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0238.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0239.png,Land_Disaster,.png,277,182
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0240.png,Land_Disaster,.png,183,275
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0241.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0242.png,Land_Disaster,.png,415,415
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0243.png,Land_Disaster,.png,259,195
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0244.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0245.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0246.png,Land_Disaster,.png,510,510
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0247.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0248.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0249.png,Land_Disaster,.png,290,174
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0250.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0251.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0252.png,Land_Disaster,.png,854,854
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0253.png,Land_Disaster,.png,274,184
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0254.png,Land_Disaster,.png,720,720
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0255.png,Land_Disaster,.png,511,511
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0256.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0257.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0258.png,Land_Disaster,.png,800,800
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0259.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0260.png,Land_Disaster,.png,2048,820
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0261.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0262.png,Land_Disaster,.png,298,169
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0263.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0264.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0265.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0266.png,Land_Disaster,.png,328,154
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0267.png,Land_Disaster,.png,720,720
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0268.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0269.png,Land_Disaster,.png,276,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0270.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0271.png,Land_Disaster,.png,276,182
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0272.png,Land_Disaster,.png,305,165
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0273.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0274.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0275.png,Land_Disaster,.png,238,212
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0276.png,Land_Disaster,.png,282,179
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0277.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0278.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0279.png,Land_Disaster,.png,882,882
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0280.png,Land_Disaster,.png,287,176
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0281.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0282.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0283.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0284.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0285.png,Land_Disaster,.png,212,238
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0286.png,Land_Disaster,.png,350,350
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0287.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0288.png,Land_Disaster,.png,280,180
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0289.png,Land_Disaster,.png,388,388
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0290.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0291.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0292.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0293.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0294.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0295.png,Land_Disaster,.png,191,264
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0296.png,Land_Disaster,.png,354,354
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0297.png,Land_Disaster,.png,262,192
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0298.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0299.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0300.png,Land_Disaster,.png,259,194
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0301.png,Land_Disaster,.png,308,164
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0302.png,Land_Disaster,.png,266,190
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0303.png,Land_Disaster,.png,600,600
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0304.png,Land_Disaster,.png,249,202
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0305.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0306.png,Land_Disaster,.png,276,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0307.png,Land_Disaster,.png,616,616
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0308.png,Land_Disaster,.png,480,480
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0309.png,Land_Disaster,.png,283,178
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0310.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0311.png,Land_Disaster,.png,608,608
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0312.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0313.png,Land_Disaster,.png,182,277
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0314.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0315.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0316.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0317.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0318.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0319.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0320.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0321.png,Land_Disaster,.png,281,179
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0322.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0323.png,Land_Disaster,.png,528,528
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0324.png,Land_Disaster,.png,525,525
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0325.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0326.png,Land_Disaster,.png,275,183
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0327.png,Land_Disaster,.png,300,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0328.png,Land_Disaster,.png,263,192
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0329.png,Land_Disaster,.png,768,768
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0330.png,Land_Disaster,.png,366,366
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0331.png,Land_Disaster,.png,640,640
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0332.png,Land_Disaster,.png,267,188
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0333.png,Land_Disaster,.png,265,190
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0334.png,Land_Disaster,.png,262,192
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0335.png,Land_Disaster,.png,400,400
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0336.png,Land_Disaster,.png,480,480
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0337.png,Land_Disaster,.png,500,500
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0338.png,Land_Disaster,.png,612,612
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0339.png,Land_Disaster,.png,480,480
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0340.png,Land_Disaster,.png,339,149
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0341.png,Land_Disaster,.png,299,168
Comprehensive Disaster Dataset(CDD)/Land_Disaster/Land_Slide/04_01_0342.png,Land_Disaster,.png,300,168
