donation_id,donor_id,case_id,amount,date
DONATION-0416,DONOR-088,CASE-0011,959.98,2026-06-27
DONATION-0417,DONOR-068,CASE-0436,1056.62,2026-08-15
DONATION-0418,DONOR-013,CASE-0394,868.74,2026-07-06
DONATION-0419,DONOR-038,CASE-0072,116.91,2025-09-05
DONATION-0420,DONOR-051,CASE-0259,159.48,2026-05-22
DONATION-0421,DONOR-015,CASE-0251,313.81,2026-09-01
DONATION-0422,DONOR-056,CASE-0214,1107.90,2026-05-31
DONATION-0423,DONOR-037,CASE-0374,921.90,2026-09-09
DONATION-0424,DONOR-066,CASE-0381,1785.00,2026-08-08
DONATION-0425,DONOR-055,CASE-0337,861.35,2026-04-23
DONATION-0426,DONOR-002,CASE-0414,582.86,2026-06-07
DONATION-0427,DONOR-025,CASE-0064,2250.16,2026-01-12
DONATION-0428,DONOR-086,CASE-0027,1269.41,2025-10-24
DONATION-0429,DONOR-082,CASE-0351,96.56,2026-04-02
DONATION-0430,DONOR-049,CASE-0179,1152.92,2026-08-31
DONATION-0431,DONOR-077,CASE-0302,1300.79,2026-09-09
DONATION-0432,DONOR-021,CASE-0291,2478.51,2025-12-12
DONATION-0433,DONOR-028,CASE-0080,304.79,2026-06-08
DONATION-0434,DONOR-091,CASE-0348,71.02,2026-07-31
DONATION-0435,DONOR-077,CASE-0267,692.08,2026-08-18
DONATION-0436,DONOR-095,CASE-0232,2352.90,2026-05-22
DONATION-0437,DONOR-089,CASE-0492,1898.12,2025-11-12
DONATION-0438,DONOR-085,CASE-0071,663.19,2026-07-09
DONATION-0439,DONOR-077,CASE-0361,123.38,2025-11-23
DONATION-0440,DONOR-065,CASE-0094,1920.64,2025-06-04
DONATION-0441,DONOR-092,CASE-0306,684.78,2026-04-23
DONATION-0442,DONOR-042,CASE-0323,1827.55,2026-03-28
DONATION-0443,DONOR-038,CASE-0476,1671.55,2026-06-21
DONATION-0444,DONOR-020,CASE-0310,894.70,2026-06-09
DONATION-0445,DONOR-065,CASE-0424,375.40,2026-07-24
DONATION-0446,DONOR-032,CASE-0167,195.19,2026-07-29
DONATION-0447,DONOR-002,CASE-0331,1365.35,2026-03-21
DONATION-0448,DONOR-078,CASE-0155,500.41,2026-09-05
DONATION-0449,DONOR-086,CASE-0451,1757.97,2026-08-01
DONATION-0450,DONOR-084,CASE-0380,848.14,2026-03-15
DONATION-0451,DONOR-005,CASE-0130,1682.95,2026-01-16
DONATION-0452,DONOR-042,CASE-0156,537.49,2026-04-07
DONATION-0453,DONOR-053,CASE-0472,1595.11,2026-06-06
DONATION-0454,DONOR-045,CASE-0480,50.72,2026-06-17
DONATION-0455,DONOR-075,CASE-0143,2201.23,2026-08-30
DONATION-0456,DONOR-008,CASE-0464,2011.13,2026-09-04
DONATION-0457,DONOR-053,CASE-0228,1175.09,2026-07-28
DONATION-0458,DONOR-075,CASE-0440,1771.79,2026-08-21
DONATION-0459,DONOR-015,CASE-0210,1135.40,2026-08-17
DONATION-0460,DONOR-096,CASE-0394,937.05,2025-10-15
DONATION-0461,DONOR-054,CASE-0491,2438.77,2026-08-25
DONATION-0462,DONOR-021,CASE-0225,1041.06,2025-12-29
DONATION-0463,DONOR-062,CASE-0342,803.95,2026-06-15
DONATION-0464,DONOR-002,CASE-0433,489.00,2025-09-29
DONATION-0465,DONOR-046,CASE-0026,2103.66,2025-07-28
DONATION-0466,DONOR-092,CASE-0245,1353.46,2026-02-19
DONATION-0467,DONOR-084,CASE-0098,1780.58,2026-06-24
DONATION-0468,DONOR-021,CASE-0259,384.11,2026-01-11
DONATION-0469,DONOR-091,CASE-0384,665.62,2025-11-19
DONATION-0470,DONOR-087,CASE-0303,231.93,2026-08-14
DONATION-0471,DONOR-059,CASE-0427,1746.85,2026-08-30
DONATION-0472,DONOR-063,CASE-0411,1464.09,2026-06-06
DONATION-0473,DONOR-020,CASE-0193,933.30,2026-08-30
DONATION-0474,DONOR-017,CASE-0257,300.60,2026-06-10
DONATION-0475,DONOR-043,CASE-0352,592.91,2026-08-16
DONATION-0476,DONOR-027,CASE-0496,617.99,2026-08-06
DONATION-0477,DONOR-051,CASE-0435,2251.84,2026-04-27
DONATION-0478,DONOR-017,CASE-0391,863.22,2026-09-09
DONATION-0479,DONOR-039,CASE-0205,2324.66,2026-08-28
DONATION-0480,DONOR-075,CASE-0045,1410.93,2026-08-05
DONATION-0481,DONOR-011,CASE-0270,1737.41,2026-04-12
DONATION-0482,DONOR-026,CASE-0177,1551.43,2026-03-10
DONATION-0483,DONOR-091,CASE-0250,607.89,2026-01-29
DONATION-0484,DONOR-011,CASE-0393,1976.48,2026-06-30
DONATION-0485,DONOR-017,CASE-0416,583.11,2026-08-11
DONATION-0486,DONOR-010,CASE-0397,1455.23,2026-08-05
DONATION-0487,DONOR-063,CASE-0193,2172.56,2026-09-03
DONATION-0488,DONOR-083,CASE-0047,467.51,2025-09-01
DONATION-0489,DONOR-027,CASE-0157,1009.27,2026-04-14
DONATION-0490,DONOR-026,CASE-0043,1314.67,2025-09-25
DONATION-0491,DONOR-044,CASE-0172,1361.43,2025-11-27
DONATION-0492,DONOR-056,CASE-0174,1760.95,2026-08-17
DONATION-0493,DONOR-042,CASE-0076,97.58,2026-02-23
DONATION-0494,DONOR-031,CASE-0167,270.14,2026-08-15
DONATION-0495,DONOR-069,CASE-0387,1431.30,2026-09-04
DONATION-0496,DONOR-002,CASE-0108,233.53,2026-08-29
DONATION-0497,DONOR-014,CASE-0338,849.62,2026-08-29
DONATION-0498,DONOR-010,CASE-0382,1541.24,2026-06-19
DONATION-0499,DONOR-077,CASE-0378,2366.61,2026-03-30
DONATION-0500,DONOR-088,CASE-0184,698.97,2026-02-10
DONATION-0501,DONOR-076,CASE-0311,301.29,2025-12-19
DONATION-0502,DONOR-009,CASE-0098,510.83,2026-07-01
DONATION-0503,DONOR-004,CASE-0279,298.96,2026-08-08
DONATION-0504,DONOR-073,CASE-0412,1372.45,2026-07-21
DONATION-0505,DONOR-060,CASE-0060,233.32,2026-04-03
DONATION-0506,DONOR-008,CASE-0472,1103.58,2026-08-10
DONATION-0507,DONOR-018,CASE-0127,1212.32,2026-04-25
DONATION-0508,DONOR-095,CASE-0308,874.33,2026-02-13
DONATION-0509,DONOR-035,CASE-0309,300.47,2026-08-23
DONATION-0510,DONOR-019,CASE-0294,844.64,2026-08-29
DONATION-0511,DONOR-064,CASE-0220,235.67,2025-09-21
DONATION-0512,DONOR-016,CASE-0101,1071.19,2025-12-21
DONATION-0513,DONOR-083,CASE-0136,1349.35,2026-08-09
DONATION-0514,DONOR-004,CASE-0011,473.81,2025-08-05
DONATION-0515,DONOR-024,CASE-0077,1386.69,2026-08-27
DONATION-0516,DONOR-032,CASE-0077,2054.80,2026-01-29
DONATION-0517,DONOR-002,CASE-0068,1262.95,2026-05-15
DONATION-0518,DONOR-050,CASE-0372,1947.05,2026-08-22
DONATION-0519,DONOR-012,CASE-0014,286.05,2026-06-11
DONATION-0520,DONOR-092,CASE-0129,1286.24,2026-08-15
DONATION-0521,DONOR-038,CASE-0237,910.21,2026-08-01
DONATION-0522,DONOR-059,CASE-0464,61.04,2025-12-06
DONATION-0523,DONOR-057,CASE-0408,429.47,2026-05-14
DONATION-0524,DONOR-090,CASE-0400,1529.81,2025-10-27
DONATION-0525,DONOR-077,CASE-0041,396.30,2026-08-16
DONATION-0526,DONOR-037,CASE-0413,787.62,2026-07-27
DONATION-0527,DONOR-029,CASE-0432,825.86,2026-07-11
DONATION-0528,DONOR-044,CASE-0348,1899.40,2026-07-06
DONATION-0529,DONOR-056,CASE-0101,2363.58,2025-05-21
DONATION-0530,DONOR-042,CASE-0306,279.80,2026-08-28
DONATION-0531,DONOR-078,CASE-0359,630.96,2026-05-28
DONATION-0532,DONOR-061,CASE-0085,933.97,2026-08-27
DONATION-0533,DONOR-091,CASE-0366,585.78,2026-07-10
DONATION-0534,DONOR-053,CASE-0411,2284.63,2026-04-02
DONATION-0535,DONOR-084,CASE-0118,1661.14,2026-08-14
DONATION-0536,DONOR-042,CASE-0461,1983.69,2025-04-12
DONATION-0537,DONOR-080,CASE-0428,385.99,2026-07-09
DONATION-0538,DONOR-055,CASE-0004,1208.16,2026-05-01
DONATION-0539,DONOR-051,CASE-0226,2376.97,2026-02-16
DONATION-0540,DONOR-021,CASE-0283,977.90,2025-11-27
DONATION-0541,DONOR-036,CASE-0107,1498.54,2025-09-08
DONATION-0542,DONOR-005,CASE-0165,2317.10,2026-04-30
DONATION-0543,DONOR-007,CASE-0254,240.09,2026-06-18
DONATION-0544,DONOR-074,CASE-0394,208.43,2025-11-21
DONATION-0545,DONOR-088,CASE-0082,244.89,2026-02-01
DONATION-0546,DONOR-013,CASE-0446,865.69,2026-08-07
DONATION-0547,DONOR-043,CASE-0170,489.35,2026-02-19
DONATION-0548,DONOR-008,CASE-0228,881.37,2026-08-12
DONATION-0549,DONOR-063,CASE-0129,1039.16,2026-08-17
DONATION-0550,DONOR-093,CASE-0390,1298.11,2026-02-01
DONATION-0551,DONOR-037,CASE-0219,1843.33,2026-05-14
DONATION-0552,DONOR-061,CASE-0360,1130.69,2026-06-15
DONATION-0553,DONOR-018,CASE-0357,1154.18,2026-07-08
DONATION-0554,DONOR-023,CASE-0393,448.78,2025-08-04
DONATION-0555,DONOR-097,CASE-0367,2385.28,2026-05-23
DONATION-0556,DONOR-021,CASE-0212,2397.55,2026-08-06
DONATION-0557,DONOR-014,CASE-0361,1623.12,2025-11-28
DONATION-0558,DONOR-036,CASE-0171,2215.42,2026-02-09
DONATION-0559,DONOR-040,CASE-0303,588.59,2026-09-08
DONATION-0560,DONOR-065,CASE-0021,2066.12,2026-08-28
DONATION-0561,DONOR-015,CASE-0215,969.46,2026-06-19
DONATION-0562,DONOR-025,CASE-0089,1093.24,2026-08-09
DONATION-0563,DONOR-016,CASE-0094,1815.71,2025-10-05
DONATION-0564,DONOR-006,CASE-0265,600.16,2025-10-13
DONATION-0565,DONOR-016,CASE-0080,694.14,2026-03-26
DONATION-0566,DONOR-020,CASE-0437,1420.20,2026-08-06
DONATION-0567,DONOR-063,CASE-0054,2448.92,2026-07-04
DONATION-0568,DONOR-031,CASE-0254,75.92,2026-02-20
DONATION-0569,DONOR-067,CASE-0485,91.07,2026-03-20
DONATION-0570,DONOR-064,CASE-0130,206.69,2025-09-25
DONATION-0571,DONOR-069,CASE-0079,2499.74,2026-07-05
DONATION-0572,DONOR-054,CASE-0068,1686.33,2025-08-19
DONATION-0573,DONOR-099,CASE-0123,115.77,2025-09-23
DONATION-0574,DONOR-091,CASE-0276,1144.19,2026-04-18
DONATION-0575,DONOR-011,CASE-0078,1528.49,2025-10-24
DONATION-0576,DONOR-082,CASE-0148,2450.78,2026-01-20
DONATION-0577,DONOR-061,CASE-0216,374.79,2025-12-08
DONATION-0578,DONOR-018,CASE-0084,2015.43,2025-09-16
DONATION-0579,DONOR-046,CASE-0464,53.51,2026-06-23
DONATION-0580,DONOR-015,CASE-0251,1782.47,2026-08-06
DONATION-0581,DONOR-080,CASE-0269,2154.30,2026-07-18
DONATION-0582,DONOR-001,CASE-0137,1016.90,2026-06-28
DONATION-0583,DONOR-090,CASE-0339,242.80,2026-01-19
DONATION-0584,DONOR-084,CASE-0457,871.69,2026-08-26
DONATION-0585,DONOR-063,CASE-0151,1031.56,2026-08-17
DONATION-0586,DONOR-012,CASE-0020,1551.13,2026-04-23
DONATION-0587,DONOR-058,CASE-0316,954.66,2026-03-15
DONATION-0588,DONOR-062,CASE-0030,416.62,2025-11-29
DONATION-0589,DONOR-013,CASE-0233,656.98,2026-08-13
DONATION-0590,DONOR-078,CASE-0394,69.06,2026-04-12
DONATION-0591,DONOR-095,CASE-0496,1601.19,2026-06-22
DONATION-0592,DONOR-079,CASE-0285,1724.05,2026-07-20
DONATION-0593,DONOR-044,CASE-0475,457.74,2026-08-12
DONATION-0594,DONOR-066,CASE-0330,102.98,2025-11-11
DONATION-0595,DONOR-030,CASE-0124,465.15,2025-12-04
DONATION-0596,DONOR-051,CASE-0009,66.69,2025-11-29
DONATION-0597,DONOR-001,CASE-0022,296.13,2026-09-06
DONATION-0598,DONOR-033,CASE-0319,459.20,2026-06-11
DONATION-0599,DONOR-004,CASE-0238,98.42,2026-07-31
DONATION-0600,DONOR-022,CASE-0397,989.70,2025-09-20
DONATION-0601,DONOR-050,CASE-0059,84.75,2026-01-01
DONATION-0602,DONOR-002,CASE-0309,228.12,2026-09-04
DONATION-0603,DONOR-004,CASE-0474,1792.41,2026-08-12
DONATION-0604,DONOR-071,CASE-0089,644.16,2026-05-21
DONATION-0605,DONOR-079,CASE-0187,1332.21,2025-11-20
DONATION-0606,DONOR-067,CASE-0214,983.26,2025-09-11
DONATION-0607,DONOR-059,CASE-0019,1774.74,2026-06-24
DONATION-0608,DONOR-098,CASE-0435,1510.92,2026-08-10
DONATION-0609,DONOR-088,CASE-0386,916.70,2026-08-16
DONATION-0610,DONOR-068,CASE-0237,1728.02,2026-06-28
DONATION-0611,DONOR-050,CASE-0236,1360.37,2026-05-29
DONATION-0612,DONOR-003,CASE-0068,108.56,2025-12-31
DONATION-0613,DONOR-011,CASE-0219,346.09,2026-06-17
DONATION-0614,DONOR-088,CASE-0243,1517.78,2026-09-08
DONATION-0615,DONOR-009,CASE-0128,1883.64,2026-07-07
DONATION-0616,DONOR-073,CASE-0223,932.49,2026-04-24
DONATION-0617,DONOR-009,CASE-0222,983.56,2026-01-07
DONATION-0618,DONOR-096,CASE-0336,989.85,2026-01-30
DONATION-0619,DONOR-058,CASE-0343,1417.56,2025-10-24
DONATION-0620,DONOR-068,CASE-0139,1244.29,2026-08-09
DONATION-0621,DONOR-015,CASE-0037,1208.81,2025-05-19
DONATION-0622,DONOR-078,CASE-0178,301.92,2026-08-29
DONATION-0623,DONOR-075,CASE-0401,728.51,2026-08-17
DONATION-0624,DONOR-079,CASE-0450,2144.79,2025-10-29
DONATION-0625,DONOR-085,CASE-0268,359.54,2025-11-06
DONATION-0626,DONOR-023,CASE-0075,944.18,2026-07-16
DONATION-0627,DONOR-088,CASE-0074,892.56,2025-09-06
DONATION-0628,DONOR-077,CASE-0303,1549.26,2026-08-07
DONATION-0629,DONOR-028,CASE-0264,281.38,2026-07-07
DONATION-0630,DONOR-058,CASE-0331,1260.63,2026-08-02
DONATION-0631,DONOR-098,CASE-0165,874.36,2026-01-05
DONATION-0632,DONOR-059,CASE-0004,1250.31,2025-10-27
DONATION-0633,DONOR-015,CASE-0469,535.70,2026-07-24
DONATION-0634,DONOR-096,CASE-0111,1659.04,2025-06-05
DONATION-0635,DONOR-071,CASE-0078,1678.91,2026-04-14
DONATION-0636,DONOR-053,CASE-0346,510.51,2026-06-24
DONATION-0637,DONOR-036,CASE-0357,905.13,2026-01-15
DONATION-0638,DONOR-032,CASE-0257,796.19,2026-07-02
DONATION-0639,DONOR-008,CASE-0195,869.34,2026-03-03
DONATION-0640,DONOR-083,CASE-0163,1126.79,2026-08-24
DONATION-0641,DONOR-089,CASE-0421,2067.59,2026-03-23
DONATION-0642,DONOR-083,CASE-0474,1978.05,2025-11-07
DONATION-0643,DONOR-087,CASE-0223,891.54,2026-01-28
DONATION-0644,DONOR-020,CASE-0490,322.70,2026-09-06
DONATION-0645,DONOR-047,CASE-0330,573.61,2026-03-08
DONATION-0646,DONOR-088,CASE-0432,539.89,2025-08-12
DONATION-0647,DONOR-097,CASE-0500,1536.32,2026-09-06
DONATION-0648,DONOR-003,CASE-0161,1079.71,2025-12-16
DONATION-0649,DONOR-042,CASE-0325,145.50,2026-01-10
DONATION-0650,DONOR-084,CASE-0333,2393.41,2026-06-24
DONATION-0651,DONOR-007,CASE-0231,2036.57,2025-10-21
DONATION-0652,DONOR-089,CASE-0086,1918.79,2026-08-30
DONATION-0653,DONOR-040,CASE-0351,363.27,2026-05-16
DONATION-0654,DONOR-071,CASE-0474,503.51,2026-01-16
DONATION-0655,DONOR-017,CASE-0109,903.67,2026-06-25
DONATION-0656,DONOR-073,CASE-0486,1907.03,2025-08-13
DONATION-0657,DONOR-074,CASE-0088,683.27,2026-05-29
DONATION-0658,DONOR-018,CASE-0415,571.99,2026-07-24
DONATION-0659,DONOR-088,CASE-0031,1240.55,2026-08-23
DONATION-0660,DONOR-091,CASE-0448,1955.10,2026-09-09
DONATION-0661,DONOR-070,CASE-0220,197.26,2026-08-05
DONATION-0662,DONOR-083,CASE-0460,2296.92,2026-07-22
DONATION-0663,DONOR-098,CASE-0257,281.37,2026-05-01
DONATION-0664,DONOR-065,CASE-0323,1316.15,2025-12-26
DONATION-0665,DONOR-014,CASE-0449,1878.31,2026-07-24
DONATION-0666,DONOR-056,CASE-0283,482.20,2025-08-26
DONATION-0667,DONOR-014,CASE-0494,51.92,2026-05-25
DONATION-0668,DONOR-038,CASE-0436,1871.01,2026-08-21
DONATION-0669,DONOR-020,CASE-0152,1157.94,2026-08-25
DONATION-0670,DONOR-084,CASE-0030,1254.51,2026-05-10
DONATION-0671,DONOR-071,CASE-0452,104.94,2026-05-20
DONATION-0672,DONOR-095,CASE-0248,160.67,2026-06-15
DONATION-0673,DONOR-012,CASE-0417,611.05,2026-09-07
DONATION-0674,DONOR-062,CASE-0349,428.77,2026-08-26
DONATION-0675,DONOR-013,CASE-0029,2174.93,2026-05-17
DONATION-0676,DONOR-017,CASE-0041,251.96,2026-09-08
DONATION-0677,DONOR-095,CASE-0006,1814.52,2026-08-21
DONATION-0678,DONOR-098,CASE-0335,1677.44,2026-06-21
DONATION-0679,DONOR-066,CASE-0349,792.97,2026-09-05
DONATION-0680,DONOR-082,CASE-0217,503.58,2026-05-09
DONATION-0681,DONOR-073,CASE-0034,1654.09,2026-01-09
DONATION-0682,DONOR-008,CASE-0473,1368.97,2026-08-23
DONATION-0683,DONOR-007,CASE-0032,135.66,2026-02-15
DONATION-0684,DONOR-022,CASE-0431,302.47,2026-07-29
DONATION-0685,DONOR-081,CASE-0301,313.35,2026-04-21
DONATION-0686,DONOR-015,CASE-0387,1515.51,2026-05-03
DONATION-0687,DONOR-016,CASE-0443,1465.76,2025-09-04
DONATION-0688,DONOR-047,CASE-0470,614.23,2026-05-08
DONATION-0689,DONOR-070,CASE-0450,926.23,2025-12-25
DONATION-0690,DONOR-035,CASE-0435,538.57,2026-09-04
DONATION-0691,DONOR-096,CASE-0138,1472.31,2026-06-12
DONATION-0692,DONOR-068,CASE-0145,1932.19,2026-08-25
DONATION-0693,DONOR-055,CASE-0032,175.54,2026-06-07
DONATION-0694,DONOR-056,CASE-0218,643.72,2026-06-05
DONATION-0695,DONOR-057,CASE-0200,1672.53,2026-08-12
DONATION-0696,DONOR-094,CASE-0388,1470.29,2026-01-14
DONATION-0697,DONOR-007,CASE-0292,1158.86,2026-05-25
DONATION-0698,DONOR-084,CASE-0058,216.06,2026-08-26
DONATION-0699,DONOR-064,CASE-0057,303.23,2025-08-19
DONATION-0700,DONOR-021,CASE-0188,1394.05,2026-04-17
DONATION-0701,DONOR-084,CASE-0436,1129.38,2026-08-06
DONATION-0702,DONOR-051,CASE-0133,582.47,2026-08-15
DONATION-0703,DONOR-087,CASE-0437,1181.88,2025-09-25
DONATION-0704,DONOR-049,CASE-0142,771.61,2026-08-18
DONATION-0705,DONOR-089,CASE-0181,102.22,2026-08-29
DONATION-0706,DONOR-014,CASE-0437,1657.97,2026-01-02
DONATION-0707,DONOR-074,CASE-0122,1530.78,2026-03-17
DONATION-0708,DONOR-040,CASE-0278,192.54,2026-08-25
DONATION-0709,DONOR-013,CASE-0483,1434.30,2026-01-26
DONATION-0710,DONOR-037,CASE-0200,2373.58,2025-10-09
DONATION-0711,DONOR-077,CASE-0426,340.16,2026-08-29
DONATION-0712,DONOR-071,CASE-0117,135.10,2026-03-07
DONATION-0713,DONOR-018,CASE-0124,942.41,2026-08-28
DONATION-0714,DONOR-034,CASE-0249,347.56,2026-01-23
DONATION-0715,DONOR-090,CASE-0492,483.75,2026-05-16
DONATION-0716,DONOR-085,CASE-0008,699.14,2026-02-08
DONATION-0717,DONOR-058,CASE-0110,687.24,2026-08-06
DONATION-0718,DONOR-096,CASE-0165,1085.08,2026-07-29
DONATION-0719,DONOR-091,CASE-0051,352.06,2026-09-01
DONATION-0720,DONOR-050,CASE-0280,2087.28,2026-02-02
DONATION-0721,DONOR-021,CASE-0409,1490.74,2026-07-07
DONATION-0722,DONOR-033,CASE-0392,198.37,2026-06-30
DONATION-0723,DONOR-093,CASE-0471,1344.49,2026-08-25
DONATION-0724,DONOR-100,CASE-0474,1784.45,2026-01-20
DONATION-0725,DONOR-100,CASE-0469,2306.33,2026-07-09
DONATION-0726,DONOR-097,CASE-0286,1058.38,2026-05-01
DONATION-0727,DONOR-033,CASE-0055,1361.49,2026-09-09
DONATION-0728,DONOR-089,CASE-0050,1037.34,2025-11-16
DONATION-0729,DONOR-006,CASE-0341,761.66,2026-06-17
DONATION-0730,DONOR-057,CASE-0070,2265.51,2026-07-22
DONATION-0731,DONOR-051,CASE-0329,1793.51,2026-06-28
DONATION-0732,DONOR-011,CASE-0383,281.67,2026-08-12
DONATION-0733,DONOR-050,CASE-0099,1467.71,2026-09-08
DONATION-0734,DONOR-026,CASE-0361,698.51,2026-03-07
DONATION-0735,DONOR-067,CASE-0252,622.11,2026-07-07
DONATION-0736,DONOR-060,CASE-0084,1495.73,2026-06-11
DONATION-0737,DONOR-097,CASE-0313,1552.67,2026-07-04
DONATION-0738,DONOR-036,CASE-0326,2270.36,2026-01-11
DONATION-0739,DONOR-059,CASE-0250,117.48,2026-01-16
DONATION-0740,DONOR-100,CASE-0435,133.74,2026-05-03
DONATION-0741,DONOR-077,CASE-0145,496.17,2026-06-09
DONATION-0742,DONOR-050,CASE-0457,1507.37,2026-08-19
DONATION-0743,DONOR-096,CASE-0371,2476.72,2026-08-03
DONATION-0744,DONOR-015,CASE-0277,1237.92,2026-05-15
DONATION-0745,DONOR-087,CASE-0358,1303.62,2026-06-25
DONATION-0746,DONOR-094,CASE-0282,2449.45,2026-01-04
DONATION-0747,DONOR-070,CASE-0272,838.50,2026-08-08
DONATION-0748,DONOR-001,CASE-0017,457.64,2026-07-21
DONATION-0749,DONOR-083,CASE-0178,129.76,2026-06-08
DONATION-0750,DONOR-079,CASE-0279,966.12,2026-06-04
DONATION-0751,DONOR-060,CASE-0114,2270.10,2026-03-06
DONATION-0752,DONOR-014,CASE-0189,1821.08,2026-08-25
DONATION-0753,DONOR-069,CASE-0070,1423.04,2026-05-05
DONATION-0754,DONOR-017,CASE-0436,108.72,2026-08-28
DONATION-0755,DONOR-010,CASE-0100,1876.58,2026-06-15
DONATION-0756,DONOR-002,CASE-0053,1447.88,2026-05-03
DONATION-0757,DONOR-079,CASE-0466,1664.84,2026-04-08
DONATION-0758,DONOR-034,CASE-0335,545.41,2026-09-02
DONATION-0759,DONOR-018,CASE-0215,560.97,2026-04-26
DONATION-0760,DONOR-022,CASE-0445,188.03,2025-10-04
DONATION-0761,DONOR-063,CASE-0118,1380.83,2026-01-22
DONATION-0762,DONOR-030,CASE-0500,996.89,2026-09-06
DONATION-0763,DONOR-009,CASE-0486,990.28,2026-02-16
DONATION-0764,DONOR-081,CASE-0169,459.83,2026-06-23
DONATION-0765,DONOR-020,CASE-0487,1404.87,2026-07-02
DONATION-0766,DONOR-061,CASE-0242,322.69,2026-08-09
DONATION-0767,DONOR-072,CASE-0049,419.53,2026-03-18
DONATION-0768,DONOR-005,CASE-0188,467.14,2026-04-23
DONATION-0769,DONOR-067,CASE-0409,594.96,2026-08-15
DONATION-0770,DONOR-029,CASE-0451,2390.02,2026-08-17
DONATION-0771,DONOR-015,CASE-0299,1461.98,2026-09-07
DONATION-0772,DONOR-012,CASE-0385,1162.99,2026-05-20
DONATION-0773,DONOR-093,CASE-0213,1120.63,2026-03-13
DONATION-0774,DONOR-004,CASE-0154,329.25,2026-03-22
DONATION-0775,DONOR-026,CASE-0358,2140.53,2026-09-08
DONATION-0776,DONOR-079,CASE-0116,309.03,2026-08-29
DONATION-0777,DONOR-035,CASE-0135,1532.97,2026-08-21
DONATION-0778,DONOR-059,CASE-0204,1173.58,2025-12-06
DONATION-0779,DONOR-057,CASE-0206,1777.93,2026-06-19
DONATION-0780,DONOR-044,CASE-0418,197.17,2026-06-03
DONATION-0781,DONOR-069,CASE-0466,2453.76,2025-10-28
DONATION-0782,DONOR-028,CASE-0304,2160.28,2026-07-12
DONATION-0783,DONOR-022,CASE-0016,1269.23,2025-12-07
DONATION-0784,DONOR-092,CASE-0065,1814.77,2026-06-03
DONATION-0785,DONOR-046,CASE-0208,1086.70,2026-09-04
DONATION-0786,DONOR-011,CASE-0222,961.59,2026-04-11
DONATION-0787,DONOR-098,CASE-0356,639.16,2025-11-15
DONATION-0788,DONOR-006,CASE-0487,465.53,2026-07-21
DONATION-0789,DONOR-027,CASE-0129,176.02,2026-08-22
DONATION-0790,DONOR-092,CASE-0443,695.17,2025-07-31
DONATION-0791,DONOR-049,CASE-0174,919.64,2026-08-15
DONATION-0792,DONOR-055,CASE-0159,1016.61,2025-06-30
DONATION-0793,DONOR-032,CASE-0304,369.68,2026-01-02
DONATION-0794,DONOR-070,CASE-0067,2047.25,2026-05-06
DONATION-0795,DONOR-020,CASE-0459,2306.09,2025-09-25
DONATION-0796,DONOR-096,CASE-0131,2328.66,2026-08-30
DONATION-0797,DONOR-005,CASE-0178,66.95,2026-05-12
DONATION-0798,DONOR-015,CASE-0327,422.71,2026-03-28
DONATION-0799,DONOR-094,CASE-0427,185.95,2026-07-29
DONATION-0800,DONOR-007,CASE-0317,2143.08,2025-05-25
DONATION-0801,DONOR-075,CASE-0407,1668.82,2026-04-29
DONATION-0802,DONOR-006,CASE-0322,366.63,2026-09-05
DONATION-0803,DONOR-070,CASE-0440,1445.11,2025-12-30
DONATION-0804,DONOR-007,CASE-0414,474.01,2025-06-26
DONATION-0805,DONOR-098,CASE-0393,54.34,2026-03-03
DONATION-0806,DONOR-098,CASE-0049,2181.30,2026-08-26
DONATION-0807,DONOR-095,CASE-0078,905.86,2025-09-29
DONATION-0808,DONOR-072,CASE-0032,51.53,2026-05-06
DONATION-0809,DONOR-059,CASE-0177,170.67,2026-01-08
DONATION-0810,DONOR-077,CASE-0362,1475.44,2026-06-29
DONATION-0811,DONOR-078,CASE-0294,685.22,2026-08-29
DONATION-0812,DONOR-081,CASE-0190,338.97,2025-12-12
DONATION-0813,DONOR-035,CASE-0114,2424.88,2025-12-14
DONATION-0814,DONOR-059,CASE-0397,777.42,2025-12-15
DONATION-0815,DONOR-045,CASE-0343,1463.08,2025-04-20
DONATION-0816,DONOR-020,CASE-0371,104.25,2026-06-09
DONATION-0817,DONOR-011,CASE-0003,1493.77,2026-05-19
DONATION-0818,DONOR-056,CASE-0011,114.85,2026-05-10
DONATION-0819,DONOR-065,CASE-0102,1787.83,2026-09-03
DONATION-0820,DONOR-092,CASE-0206,235.71,2026-06-21
DONATION-0821,DONOR-062,CASE-0154,959.58,2026-07-30
DONATION-0822,DONOR-054,CASE-0467,1430.97,2026-05-27
DONATION-0823,DONOR-100,CASE-0013,1482.89,2025-11-26
DONATION-0824,DONOR-024,CASE-0095,284.90,2026-09-05
DONATION-0825,DONOR-046,CASE-0243,1360.11,2026-07-31
DONATION-0826,DONOR-038,CASE-0130,142.62,2026-01-04
DONATION-0827,DONOR-064,CASE-0063,599.63,2026-01-06
DONATION-0828,DONOR-036,CASE-0405,1320.45,2026-08-21
DONATION-0829,DONOR-057,CASE-0497,1450.80,2025-08-12
DONATION-0830,DONOR-080,CASE-0252,1314.76,2026-07-26
DONATION-0831,DONOR-065,CASE-0070,61.62,2026-09-05
DONATION-0832,DONOR-071,CASE-0380,1272.79,2026-04-02
